"Notes"	"County"	"County Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Oldham County, TX"	"48359"	"Methadone"	"T40.3"	Suppressed	24663	Suppressed
	"Oldham County, TX"	"48359"	"Other synthetic narcotics"	"T40.4"	Suppressed	24663	Suppressed
	"Orange County, TX"	"48361"	"Heroin"	"T40.1"	Suppressed	996102	Suppressed
	"Orange County, TX"	"48361"	"Other opioids"	"T40.2"	70	996102	7.0
	"Orange County, TX"	"48361"	"Methadone"	"T40.3"	13	996102	Unreliable
	"Orange County, TX"	"48361"	"Other synthetic narcotics"	"T40.4"	12	996102	Unreliable
	"Palo Pinto County, TX"	"48363"	"Heroin"	"T40.1"	Suppressed	336110	Suppressed
	"Palo Pinto County, TX"	"48363"	"Other opioids"	"T40.2"	Suppressed	336110	Suppressed
	"Palo Pinto County, TX"	"48363"	"Methadone"	"T40.3"	Suppressed	336110	Suppressed
	"Palo Pinto County, TX"	"48363"	"Other synthetic narcotics"	"T40.4"	Suppressed	336110	Suppressed
	"Panola County, TX"	"48365"	"Heroin"	"T40.1"	Suppressed	284036	Suppressed
	"Panola County, TX"	"48365"	"Other opioids"	"T40.2"	Suppressed	284036	Suppressed
	"Panola County, TX"	"48365"	"Methadone"	"T40.3"	Suppressed	284036	Suppressed
	"Panola County, TX"	"48365"	"Other synthetic narcotics"	"T40.4"	Suppressed	284036	Suppressed
	"Parker County, TX"	"48367"	"Heroin"	"T40.1"	22	1432051	1.5
	"Parker County, TX"	"48367"	"Other opioids"	"T40.2"	28	1432051	2.0
	"Parker County, TX"	"48367"	"Methadone"	"T40.3"	Suppressed	1432051	Suppressed
	"Parker County, TX"	"48367"	"Other synthetic narcotics"	"T40.4"	10	1432051	Unreliable
	"Parmer County, TX"	"48369"	"Heroin"	"T40.1"	Suppressed	120210	Suppressed
	"Parmer County, TX"	"48369"	"Other opioids"	"T40.2"	Suppressed	120210	Suppressed
	"Parmer County, TX"	"48369"	"Methadone"	"T40.3"	Suppressed	120210	Suppressed
	"Parmer County, TX"	"48369"	"Other synthetic narcotics"	"T40.4"	Suppressed	120210	Suppressed
	"Pecos County, TX"	"48371"	"Heroin"	"T40.1"	Suppressed	187704	Suppressed
	"Pecos County, TX"	"48371"	"Other opioids"	"T40.2"	Suppressed	187704	Suppressed
	"Pecos County, TX"	"48371"	"Methadone"	"T40.3"	Suppressed	187704	Suppressed
	"Pecos County, TX"	"48371"	"Other synthetic narcotics"	"T40.4"	Suppressed	187704	Suppressed
	"Polk County, TX"	"48373"	"Heroin"	"T40.1"	Suppressed	555266	Suppressed
	"Polk County, TX"	"48373"	"Other opioids"	"T40.2"	38	555266	6.8
	"Polk County, TX"	"48373"	"Methadone"	"T40.3"	11	555266	Unreliable
	"Polk County, TX"	"48373"	"Other synthetic narcotics"	"T40.4"	Suppressed	555266	Suppressed
	"Potter County, TX"	"48375"	"Heroin"	"T40.1"	11	1451248	Unreliable
	"Potter County, TX"	"48375"	"Other opioids"	"T40.2"	26	1451248	1.8
	"Potter County, TX"	"48375"	"Methadone"	"T40.3"	Suppressed	1451248	Suppressed
	"Potter County, TX"	"48375"	"Other synthetic narcotics"	"T40.4"	Suppressed	1451248	Suppressed
	"Presidio County, TX"	"48377"	"Heroin"	"T40.1"	Suppressed	88897	Suppressed
	"Presidio County, TX"	"48377"	"Other opioids"	"T40.2"	Suppressed	88897	Suppressed
	"Presidio County, TX"	"48377"	"Methadone"	"T40.3"	Suppressed	88897	Suppressed
	"Presidio County, TX"	"48377"	"Other synthetic narcotics"	"T40.4"	Suppressed	88897	Suppressed
	"Rains County, TX"	"48379"	"Heroin"	"T40.1"	Suppressed	133052	Suppressed
	"Rains County, TX"	"48379"	"Other opioids"	"T40.2"	Suppressed	133052	Suppressed
	"Rains County, TX"	"48379"	"Methadone"	"T40.3"	Suppressed	133052	Suppressed
	"Rains County, TX"	"48379"	"Other synthetic narcotics"	"T40.4"	Suppressed	133052	Suppressed
	"Randall County, TX"	"48381"	"Heroin"	"T40.1"	Suppressed	1483912	Suppressed
	"Randall County, TX"	"48381"	"Other opioids"	"T40.2"	19	1483912	Unreliable
	"Randall County, TX"	"48381"	"Methadone"	"T40.3"	Suppressed	1483912	Suppressed
	"Randall County, TX"	"48381"	"Other synthetic narcotics"	"T40.4"	10	1483912	Unreliable
	"Reagan County, TX"	"48383"	"Heroin"	"T40.1"	Suppressed	41834	Suppressed
	"Reagan County, TX"	"48383"	"Other opioids"	"T40.2"	Suppressed	41834	Suppressed
	"Reagan County, TX"	"48383"	"Methadone"	"T40.3"	Suppressed	41834	Suppressed
	"Reagan County, TX"	"48383"	"Other synthetic narcotics"	"T40.4"	Suppressed	41834	Suppressed
	"Real County, TX"	"48385"	"Heroin"	"T40.1"	Suppressed	40037	Suppressed
	"Real County, TX"	"48385"	"Other opioids"	"T40.2"	Suppressed	40037	Suppressed
	"Real County, TX"	"48385"	"Methadone"	"T40.3"	Suppressed	40037	Suppressed
	"Real County, TX"	"48385"	"Other synthetic narcotics"	"T40.4"	Suppressed	40037	Suppressed
	"Red River County, TX"	"48387"	"Heroin"	"T40.1"	Suppressed	152130	Suppressed
	"Red River County, TX"	"48387"	"Other opioids"	"T40.2"	Suppressed	152130	Suppressed
	"Red River County, TX"	"48387"	"Methadone"	"T40.3"	Suppressed	152130	Suppressed
	"Red River County, TX"	"48387"	"Other synthetic narcotics"	"T40.4"	Suppressed	152130	Suppressed
	"Reeves County, TX"	"48389"	"Heroin"	"T40.1"	Suppressed	167133	Suppressed
	"Reeves County, TX"	"48389"	"Other opioids"	"T40.2"	Suppressed	167133	Suppressed
	"Reeves County, TX"	"48389"	"Methadone"	"T40.3"	Suppressed	167133	Suppressed
	"Reeves County, TX"	"48389"	"Other synthetic narcotics"	"T40.4"	Suppressed	167133	Suppressed
	"Refugio County, TX"	"48391"	"Heroin"	"T40.1"	Suppressed	88176	Suppressed
	"Refugio County, TX"	"48391"	"Other opioids"	"T40.2"	Suppressed	88176	Suppressed
	"Refugio County, TX"	"48391"	"Methadone"	"T40.3"	Suppressed	88176	Suppressed
	"Refugio County, TX"	"48391"	"Other synthetic narcotics"	"T40.4"	Suppressed	88176	Suppressed
	"Roberts County, TX"	"48393"	"Heroin"	"T40.1"	Suppressed	10697	Suppressed
	"Roberts County, TX"	"48393"	"Other opioids"	"T40.2"	Suppressed	10697	Suppressed
	"Roberts County, TX"	"48393"	"Methadone"	"T40.3"	Suppressed	10697	Suppressed
	"Roberts County, TX"	"48393"	"Other synthetic narcotics"	"T40.4"	Suppressed	10697	Suppressed
	"Robertson County, TX"	"48395"	"Heroin"	"T40.1"	Suppressed	199772	Suppressed
	"Robertson County, TX"	"48395"	"Other opioids"	"T40.2"	Suppressed	199772	Suppressed
	"Robertson County, TX"	"48395"	"Methadone"	"T40.3"	Suppressed	199772	Suppressed
	"Robertson County, TX"	"48395"	"Other synthetic narcotics"	"T40.4"	Suppressed	199772	Suppressed
	"Rockwall County, TX"	"48397"	"Heroin"	"T40.1"	23	984880	2.3
	"Rockwall County, TX"	"48397"	"Other opioids"	"T40.2"	Suppressed	984880	Suppressed
	"Rockwall County, TX"	"48397"	"Methadone"	"T40.3"	Suppressed	984880	Suppressed
	"Rockwall County, TX"	"48397"	"Other synthetic narcotics"	"T40.4"	Suppressed	984880	Suppressed
	"Runnels County, TX"	"48399"	"Heroin"	"T40.1"	Suppressed	125393	Suppressed
	"Runnels County, TX"	"48399"	"Other opioids"	"T40.2"	Suppressed	125393	Suppressed
	"Runnels County, TX"	"48399"	"Methadone"	"T40.3"	Suppressed	125393	Suppressed
	"Runnels County, TX"	"48399"	"Other synthetic narcotics"	"T40.4"	Suppressed	125393	Suppressed
	"Rusk County, TX"	"48401"	"Heroin"	"T40.1"	Suppressed	633982	Suppressed
	"Rusk County, TX"	"48401"	"Other opioids"	"T40.2"	11	633982	Unreliable
	"Rusk County, TX"	"48401"	"Methadone"	"T40.3"	Suppressed	633982	Suppressed
	"Rusk County, TX"	"48401"	"Other synthetic narcotics"	"T40.4"	Suppressed	633982	Suppressed
	"Sabine County, TX"	"48403"	"Heroin"	"T40.1"	Suppressed	126260	Suppressed
	"Sabine County, TX"	"48403"	"Other opioids"	"T40.2"	Suppressed	126260	Suppressed
	"Sabine County, TX"	"48403"	"Methadone"	"T40.3"	Suppressed	126260	Suppressed
	"Sabine County, TX"	"48403"	"Other synthetic narcotics"	"T40.4"	Suppressed	126260	Suppressed
	"San Augustine County, TX"	"48405"	"Heroin"	"T40.1"	Suppressed	105135	Suppressed
	"San Augustine County, TX"	"48405"	"Other opioids"	"T40.2"	Suppressed	105135	Suppressed
	"San Augustine County, TX"	"48405"	"Methadone"	"T40.3"	Suppressed	105135	Suppressed
	"San Augustine County, TX"	"48405"	"Other synthetic narcotics"	"T40.4"	Suppressed	105135	Suppressed
	"San Jacinto County, TX"	"48407"	"Heroin"	"T40.1"	Suppressed	320501	Suppressed
	"San Jacinto County, TX"	"48407"	"Other opioids"	"T40.2"	14	320501	Unreliable
	"San Jacinto County, TX"	"48407"	"Methadone"	"T40.3"	Suppressed	320501	Suppressed
	"San Jacinto County, TX"	"48407"	"Other synthetic narcotics"	"T40.4"	Suppressed	320501	Suppressed
	"San Patricio County, TX"	"48409"	"Heroin"	"T40.1"	17	796322	Unreliable
	"San Patricio County, TX"	"48409"	"Other opioids"	"T40.2"	18	796322	Unreliable
	"San Patricio County, TX"	"48409"	"Methadone"	"T40.3"	10	796322	Unreliable
	"San Patricio County, TX"	"48409"	"Other synthetic narcotics"	"T40.4"	Suppressed	796322	Suppressed
	"San Saba County, TX"	"48411"	"Heroin"	"T40.1"	Suppressed	71555	Suppressed
	"San Saba County, TX"	"48411"	"Other opioids"	"T40.2"	Suppressed	71555	Suppressed
	"San Saba County, TX"	"48411"	"Methadone"	"T40.3"	Suppressed	71555	Suppressed
	"San Saba County, TX"	"48411"	"Other synthetic narcotics"	"T40.4"	Suppressed	71555	Suppressed
	"Schleicher County, TX"	"48413"	"Heroin"	"T40.1"	Suppressed	38519	Suppressed
	"Schleicher County, TX"	"48413"	"Other opioids"	"T40.2"	Suppressed	38519	Suppressed
	"Schleicher County, TX"	"48413"	"Methadone"	"T40.3"	Suppressed	38519	Suppressed
	"Schleicher County, TX"	"48413"	"Other synthetic narcotics"	"T40.4"	Suppressed	38519	Suppressed
	"Scurry County, TX"	"48415"	"Heroin"	"T40.1"	Suppressed	203541	Suppressed
	"Scurry County, TX"	"48415"	"Other opioids"	"T40.2"	Suppressed	203541	Suppressed
	"Scurry County, TX"	"48415"	"Methadone"	"T40.3"	Suppressed	203541	Suppressed
	"Scurry County, TX"	"48415"	"Other synthetic narcotics"	"T40.4"	Suppressed	203541	Suppressed
	"Shackelford County, TX"	"48417"	"Heroin"	"T40.1"	Suppressed	40083	Suppressed
	"Shackelford County, TX"	"48417"	"Other opioids"	"T40.2"	Suppressed	40083	Suppressed
	"Shackelford County, TX"	"48417"	"Methadone"	"T40.3"	Suppressed	40083	Suppressed
	"Shackelford County, TX"	"48417"	"Other synthetic narcotics"	"T40.4"	Suppressed	40083	Suppressed
	"Shelby County, TX"	"48419"	"Heroin"	"T40.1"	Suppressed	306698	Suppressed
	"Shelby County, TX"	"48419"	"Other opioids"	"T40.2"	Suppressed	306698	Suppressed
	"Shelby County, TX"	"48419"	"Methadone"	"T40.3"	Suppressed	306698	Suppressed
	"Shelby County, TX"	"48419"	"Other synthetic narcotics"	"T40.4"	Suppressed	306698	Suppressed
	"Sherman County, TX"	"48421"	"Heroin"	"T40.1"	Suppressed	36499	Suppressed
	"Sherman County, TX"	"48421"	"Other opioids"	"T40.2"	Suppressed	36499	Suppressed
	"Sherman County, TX"	"48421"	"Methadone"	"T40.3"	Suppressed	36499	Suppressed
	"Sherman County, TX"	"48421"	"Other synthetic narcotics"	"T40.4"	Suppressed	36499	Suppressed
	"Smith County, TX"	"48423"	"Heroin"	"T40.1"	Suppressed	2555242	Suppressed
	"Smith County, TX"	"48423"	"Other opioids"	"T40.2"	56	2555242	2.2
	"Smith County, TX"	"48423"	"Methadone"	"T40.3"	30	2555242	1.2
	"Smith County, TX"	"48423"	"Other synthetic narcotics"	"T40.4"	17	2555242	Unreliable
	"Somervell County, TX"	"48425"	"Heroin"	"T40.1"	Suppressed	101747	Suppressed
	"Somervell County, TX"	"48425"	"Other opioids"	"T40.2"	Suppressed	101747	Suppressed
	"Somervell County, TX"	"48425"	"Methadone"	"T40.3"	Suppressed	101747	Suppressed
	"Somervell County, TX"	"48425"	"Other synthetic narcotics"	"T40.4"	Suppressed	101747	Suppressed
	"Starr County, TX"	"48427"	"Heroin"	"T40.1"	Suppressed	740313	Suppressed
	"Starr County, TX"	"48427"	"Other opioids"	"T40.2"	Suppressed	740313	Suppressed
	"Starr County, TX"	"48427"	"Methadone"	"T40.3"	Suppressed	740313	Suppressed
	"Starr County, TX"	"48427"	"Other synthetic narcotics"	"T40.4"	Suppressed	740313	Suppressed
	"Stephens County, TX"	"48429"	"Heroin"	"T40.1"	Suppressed	114171	Suppressed
	"Stephens County, TX"	"48429"	"Other opioids"	"T40.2"	Suppressed	114171	Suppressed
	"Stephens County, TX"	"48429"	"Methadone"	"T40.3"	Suppressed	114171	Suppressed
	"Stephens County, TX"	"48429"	"Other synthetic narcotics"	"T40.4"	Suppressed	114171	Suppressed
	"Sterling County, TX"	"48431"	"Heroin"	"T40.1"	Suppressed	14669	Suppressed
	"Sterling County, TX"	"48431"	"Other opioids"	"T40.2"	Suppressed	14669	Suppressed
	"Sterling County, TX"	"48431"	"Methadone"	"T40.3"	Suppressed	14669	Suppressed
	"Sterling County, TX"	"48431"	"Other synthetic narcotics"	"T40.4"	Suppressed	14669	Suppressed
	"Stonewall County, TX"	"48433"	"Heroin"	"T40.1"	Suppressed	17236	Suppressed
	"Stonewall County, TX"	"48433"	"Other opioids"	"T40.2"	Suppressed	17236	Suppressed
	"Stonewall County, TX"	"48433"	"Methadone"	"T40.3"	Suppressed	17236	Suppressed
	"Stonewall County, TX"	"48433"	"Other synthetic narcotics"	"T40.4"	Suppressed	17236	Suppressed
	"Sutton County, TX"	"48435"	"Heroin"	"T40.1"	Suppressed	48818	Suppressed
	"Sutton County, TX"	"48435"	"Other opioids"	"T40.2"	Suppressed	48818	Suppressed
	"Sutton County, TX"	"48435"	"Methadone"	"T40.3"	Suppressed	48818	Suppressed
	"Sutton County, TX"	"48435"	"Other synthetic narcotics"	"T40.4"	Suppressed	48818	Suppressed
	"Swisher County, TX"	"48437"	"Heroin"	"T40.1"	Suppressed	92642	Suppressed
	"Swisher County, TX"	"48437"	"Other opioids"	"T40.2"	Suppressed	92642	Suppressed
	"Swisher County, TX"	"48437"	"Methadone"	"T40.3"	Suppressed	92642	Suppressed
	"Swisher County, TX"	"48437"	"Other synthetic narcotics"	"T40.4"	Suppressed	92642	Suppressed
	"Tarrant County, TX"	"48439"	"Heroin"	"T40.1"	387	22348590	1.7
	"Tarrant County, TX"	"48439"	"Other opioids"	"T40.2"	309	22348590	1.4
	"Tarrant County, TX"	"48439"	"Methadone"	"T40.3"	96	22348590	0.4
	"Tarrant County, TX"	"48439"	"Other synthetic narcotics"	"T40.4"	96	22348590	0.4
	"Taylor County, TX"	"48441"	"Heroin"	"T40.1"	14	1591361	Unreliable
	"Taylor County, TX"	"48441"	"Other opioids"	"T40.2"	27	1591361	1.7
	"Taylor County, TX"	"48441"	"Methadone"	"T40.3"	10	1591361	Unreliable
	"Taylor County, TX"	"48441"	"Other synthetic narcotics"	"T40.4"	Suppressed	1591361	Suppressed
	"Terrell County, TX"	"48443"	"Heroin"	"T40.1"	Suppressed	10771	Suppressed
	"Terrell County, TX"	"48443"	"Other opioids"	"T40.2"	Suppressed	10771	Suppressed
	"Terrell County, TX"	"48443"	"Methadone"	"T40.3"	Suppressed	10771	Suppressed
	"Terrell County, TX"	"48443"	"Other synthetic narcotics"	"T40.4"	Suppressed	10771	Suppressed
	"Terry County, TX"	"48445"	"Heroin"	"T40.1"	Suppressed	151490	Suppressed
	"Terry County, TX"	"48445"	"Other opioids"	"T40.2"	Suppressed	151490	Suppressed
	"Terry County, TX"	"48445"	"Methadone"	"T40.3"	Suppressed	151490	Suppressed
	"Terry County, TX"	"48445"	"Other synthetic narcotics"	"T40.4"	Suppressed	151490	Suppressed
	"Throckmorton County, TX"	"48447"	"Heroin"	"T40.1"	Suppressed	19350	Suppressed
	"Throckmorton County, TX"	"48447"	"Other opioids"	"T40.2"	Suppressed	19350	Suppressed
	"Throckmorton County, TX"	"48447"	"Methadone"	"T40.3"	Suppressed	19350	Suppressed
	"Throckmorton County, TX"	"48447"	"Other synthetic narcotics"	"T40.4"	Suppressed	19350	Suppressed
	"Titus County, TX"	"48449"	"Heroin"	"T40.1"	Suppressed	383283	Suppressed
	"Titus County, TX"	"48449"	"Other opioids"	"T40.2"	Suppressed	383283	Suppressed
	"Titus County, TX"	"48449"	"Methadone"	"T40.3"	Suppressed	383283	Suppressed
	"Titus County, TX"	"48449"	"Other synthetic narcotics"	"T40.4"	Suppressed	383283	Suppressed
	"Tom Green County, TX"	"48451"	"Heroin"	"T40.1"	Suppressed	1350723	Suppressed
	"Tom Green County, TX"	"48451"	"Other opioids"	"T40.2"	19	1350723	Unreliable
	"Tom Green County, TX"	"48451"	"Methadone"	"T40.3"	18	1350723	Unreliable
	"Tom Green County, TX"	"48451"	"Other synthetic narcotics"	"T40.4"	Suppressed	1350723	Suppressed
	"Travis County, TX"	"48453"	"Heroin"	"T40.1"	297	12925410	2.3
	"Travis County, TX"	"48453"	"Other opioids"	"T40.2"	242	12925410	1.9
	"Travis County, TX"	"48453"	"Methadone"	"T40.3"	81	12925410	0.6
	"Travis County, TX"	"48453"	"Other synthetic narcotics"	"T40.4"	111	12925410	0.9
	"Trinity County, TX"	"48455"	"Heroin"	"T40.1"	Suppressed	173334	Suppressed
	"Trinity County, TX"	"48455"	"Other opioids"	"T40.2"	10	173334	Unreliable
	"Trinity County, TX"	"48455"	"Methadone"	"T40.3"	Suppressed	173334	Suppressed
	"Trinity County, TX"	"48455"	"Other synthetic narcotics"	"T40.4"	Suppressed	173334	Suppressed
	"Tyler County, TX"	"48457"	"Heroin"	"T40.1"	Suppressed	257598	Suppressed
	"Tyler County, TX"	"48457"	"Other opioids"	"T40.2"	Suppressed	257598	Suppressed
	"Tyler County, TX"	"48457"	"Methadone"	"T40.3"	Suppressed	257598	Suppressed
	"Tyler County, TX"	"48457"	"Other synthetic narcotics"	"T40.4"	Suppressed	257598	Suppressed
	"Upshur County, TX"	"48459"	"Heroin"	"T40.1"	Suppressed	476290	Suppressed
	"Upshur County, TX"	"48459"	"Other opioids"	"T40.2"	Suppressed	476290	Suppressed
	"Upshur County, TX"	"48459"	"Methadone"	"T40.3"	Suppressed	476290	Suppressed
	"Upshur County, TX"	"48459"	"Other synthetic narcotics"	"T40.4"	Suppressed	476290	Suppressed
	"Upton County, TX"	"48461"	"Heroin"	"T40.1"	Suppressed	40652	Suppressed
	"Upton County, TX"	"48461"	"Other opioids"	"T40.2"	Suppressed	40652	Suppressed
	"Upton County, TX"	"48461"	"Methadone"	"T40.3"	Suppressed	40652	Suppressed
	"Upton County, TX"	"48461"	"Other synthetic narcotics"	"T40.4"	Suppressed	40652	Suppressed
	"Uvalde County, TX"	"48463"	"Heroin"	"T40.1"	Suppressed	320344	Suppressed
	"Uvalde County, TX"	"48463"	"Other opioids"	"T40.2"	Suppressed	320344	Suppressed
	"Uvalde County, TX"	"48463"	"Methadone"	"T40.3"	Suppressed	320344	Suppressed
	"Uvalde County, TX"	"48463"	"Other synthetic narcotics"	"T40.4"	Suppressed	320344	Suppressed
	"Val Verde County, TX"	"48465"	"Heroin"	"T40.1"	Suppressed	582783	Suppressed
	"Val Verde County, TX"	"48465"	"Other opioids"	"T40.2"	Suppressed	582783	Suppressed
	"Val Verde County, TX"	"48465"	"Methadone"	"T40.3"	Suppressed	582783	Suppressed
	"Val Verde County, TX"	"48465"	"Other synthetic narcotics"	"T40.4"	Suppressed	582783	Suppressed
	"Van Zandt County, TX"	"48467"	"Heroin"	"T40.1"	Suppressed	635431	Suppressed
	"Van Zandt County, TX"	"48467"	"Other opioids"	"T40.2"	16	635431	Unreliable
	"Van Zandt County, TX"	"48467"	"Methadone"	"T40.3"	10	635431	Unreliable
	"Van Zandt County, TX"	"48467"	"Other synthetic narcotics"	"T40.4"	Suppressed	635431	Suppressed
	"Victoria County, TX"	"48469"	"Heroin"	"T40.1"	Suppressed	1063835	Suppressed
	"Victoria County, TX"	"48469"	"Other opioids"	"T40.2"	15	1063835	Unreliable
	"Victoria County, TX"	"48469"	"Methadone"	"T40.3"	10	1063835	Unreliable
	"Victoria County, TX"	"48469"	"Other synthetic narcotics"	"T40.4"	Suppressed	1063835	Suppressed
	"Walker County, TX"	"48471"	"Heroin"	"T40.1"	Suppressed	820972	Suppressed
	"Walker County, TX"	"48471"	"Other opioids"	"T40.2"	Suppressed	820972	Suppressed
	"Walker County, TX"	"48471"	"Methadone"	"T40.3"	Suppressed	820972	Suppressed
	"Walker County, TX"	"48471"	"Other synthetic narcotics"	"T40.4"	Suppressed	820972	Suppressed
	"Waller County, TX"	"48473"	"Heroin"	"T40.1"	Suppressed	534420	Suppressed
	"Waller County, TX"	"48473"	"Other opioids"	"T40.2"	23	534420	4.3
	"Waller County, TX"	"48473"	"Methadone"	"T40.3"	Suppressed	534420	Suppressed
	"Waller County, TX"	"48473"	"Other synthetic narcotics"	"T40.4"	Suppressed	534420	Suppressed
	"Ward County, TX"	"48475"	"Heroin"	"T40.1"	Suppressed	131813	Suppressed
	"Ward County, TX"	"48475"	"Other opioids"	"T40.2"	Suppressed	131813	Suppressed
	"Ward County, TX"	"48475"	"Methadone"	"T40.3"	Suppressed	131813	Suppressed
	"Ward County, TX"	"48475"	"Other synthetic narcotics"	"T40.4"	Suppressed	131813	Suppressed
	"Washington County, TX"	"48477"	"Heroin"	"T40.1"	Suppressed	406012	Suppressed
	"Washington County, TX"	"48477"	"Other opioids"	"T40.2"	Suppressed	406012	Suppressed
	"Washington County, TX"	"48477"	"Methadone"	"T40.3"	Suppressed	406012	Suppressed
	"Washington County, TX"	"48477"	"Other synthetic narcotics"	"T40.4"	Suppressed	406012	Suppressed
	"Webb County, TX"	"48479"	"Heroin"	"T40.1"	143	3060944	4.7
	"Webb County, TX"	"48479"	"Other opioids"	"T40.2"	10	3060944	Unreliable
	"Webb County, TX"	"48479"	"Methadone"	"T40.3"	17	3060944	Unreliable
	"Webb County, TX"	"48479"	"Other synthetic narcotics"	"T40.4"	Suppressed	3060944	Suppressed
	"Wharton County, TX"	"48481"	"Heroin"	"T40.1"	Suppressed	495261	Suppressed
	"Wharton County, TX"	"48481"	"Other opioids"	"T40.2"	Suppressed	495261	Suppressed
	"Wharton County, TX"	"48481"	"Methadone"	"T40.3"	Suppressed	495261	Suppressed
	"Wharton County, TX"	"48481"	"Other synthetic narcotics"	"T40.4"	Suppressed	495261	Suppressed
	"Wheeler County, TX"	"48483"	"Heroin"	"T40.1"	Suppressed	65294	Suppressed
	"Wheeler County, TX"	"48483"	"Other opioids"	"T40.2"	Suppressed	65294	Suppressed
	"Wheeler County, TX"	"48483"	"Methadone"	"T40.3"	Suppressed	65294	Suppressed
	"Wheeler County, TX"	"48483"	"Other synthetic narcotics"	"T40.4"	Suppressed	65294	Suppressed
	"Wichita County, TX"	"48485"	"Heroin"	"T40.1"	Suppressed	1576895	Suppressed
	"Wichita County, TX"	"48485"	"Other opioids"	"T40.2"	41	1576895	2.6
	"Wichita County, TX"	"48485"	"Methadone"	"T40.3"	14	1576895	Unreliable
	"Wichita County, TX"	"48485"	"Other synthetic narcotics"	"T40.4"	17	1576895	Unreliable
	"Wilbarger County, TX"	"48487"	"Heroin"	"T40.1"	Suppressed	159646	Suppressed
	"Wilbarger County, TX"	"48487"	"Other opioids"	"T40.2"	Suppressed	159646	Suppressed
	"Wilbarger County, TX"	"48487"	"Methadone"	"T40.3"	Suppressed	159646	Suppressed
	"Wilbarger County, TX"	"48487"	"Other synthetic narcotics"	"T40.4"	Suppressed	159646	Suppressed
	"Willacy County, TX"	"48489"	"Heroin"	"T40.1"	Suppressed	262072	Suppressed
	"Willacy County, TX"	"48489"	"Other opioids"	"T40.2"	Suppressed	262072	Suppressed
	"Willacy County, TX"	"48489"	"Methadone"	"T40.3"	Suppressed	262072	Suppressed
	"Willacy County, TX"	"48489"	"Other synthetic narcotics"	"T40.4"	Suppressed	262072	Suppressed
	"Williamson County, TX"	"48491"	"Heroin"	"T40.1"	32	5398664	0.6
	"Williamson County, TX"	"48491"	"Other opioids"	"T40.2"	73	5398664	1.4
	"Williamson County, TX"	"48491"	"Methadone"	"T40.3"	20	5398664	0.4
	"Williamson County, TX"	"48491"	"Other synthetic narcotics"	"T40.4"	33	5398664	0.6
	"Wilson County, TX"	"48493"	"Heroin"	"T40.1"	Suppressed	531400	Suppressed
	"Wilson County, TX"	"48493"	"Other opioids"	"T40.2"	Suppressed	531400	Suppressed
	"Wilson County, TX"	"48493"	"Methadone"	"T40.3"	Suppressed	531400	Suppressed
	"Wilson County, TX"	"48493"	"Other synthetic narcotics"	"T40.4"	Suppressed	531400	Suppressed
	"Winkler County, TX"	"48495"	"Heroin"	"T40.1"	Suppressed	88086	Suppressed
	"Winkler County, TX"	"48495"	"Other opioids"	"T40.2"	Suppressed	88086	Suppressed
	"Winkler County, TX"	"48495"	"Methadone"	"T40.3"	Suppressed	88086	Suppressed
	"Winkler County, TX"	"48495"	"Other synthetic narcotics"	"T40.4"	Suppressed	88086	Suppressed
	"Wise County, TX"	"48497"	"Heroin"	"T40.1"	11	726689	Unreliable
	"Wise County, TX"	"48497"	"Other opioids"	"T40.2"	20	726689	2.8
	"Wise County, TX"	"48497"	"Methadone"	"T40.3"	Suppressed	726689	Suppressed
	"Wise County, TX"	"48497"	"Other synthetic narcotics"	"T40.4"	Suppressed	726689	Suppressed
	"Wood County, TX"	"48499"	"Heroin"	"T40.1"	Suppressed	509310	Suppressed
	"Wood County, TX"	"48499"	"Other opioids"	"T40.2"	16	509310	Unreliable
	"Wood County, TX"	"48499"	"Methadone"	"T40.3"	Suppressed	509310	Suppressed
	"Wood County, TX"	"48499"	"Other synthetic narcotics"	"T40.4"	Suppressed	509310	Suppressed
	"Yoakum County, TX"	"48501"	"Heroin"	"T40.1"	Suppressed	96696	Suppressed
	"Yoakum County, TX"	"48501"	"Other opioids"	"T40.2"	Suppressed	96696	Suppressed
	"Yoakum County, TX"	"48501"	"Methadone"	"T40.3"	Suppressed	96696	Suppressed
	"Yoakum County, TX"	"48501"	"Other synthetic narcotics"	"T40.4"	Suppressed	96696	Suppressed
	"Young County, TX"	"48503"	"Heroin"	"T40.1"	Suppressed	219397	Suppressed
	"Young County, TX"	"48503"	"Other opioids"	"T40.2"	Suppressed	219397	Suppressed
	"Young County, TX"	"48503"	"Methadone"	"T40.3"	Suppressed	219397	Suppressed
	"Young County, TX"	"48503"	"Other synthetic narcotics"	"T40.4"	Suppressed	219397	Suppressed
	"Zapata County, TX"	"48505"	"Heroin"	"T40.1"	Suppressed	168317	Suppressed
	"Zapata County, TX"	"48505"	"Other opioids"	"T40.2"	Suppressed	168317	Suppressed
	"Zapata County, TX"	"48505"	"Methadone"	"T40.3"	Suppressed	168317	Suppressed
	"Zapata County, TX"	"48505"	"Other synthetic narcotics"	"T40.4"	Suppressed	168317	Suppressed
	"Zavala County, TX"	"48507"	"Heroin"	"T40.1"	Suppressed	142684	Suppressed
	"Zavala County, TX"	"48507"	"Other opioids"	"T40.2"	Suppressed	142684	Suppressed
