"Notes"	"State"	"State Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"1999"	"1999"	Suppressed	1040402	Suppressed
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2000"	"2000"	Suppressed	1048319	Suppressed
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2001"	"2001"	Suppressed	1057142	Suppressed
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2002"	"2002"	16	1065995	Unreliable
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2003"	"2003"	20	1071342	1.9
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2004"	"2004"	13	1074579	Unreliable
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2005"	"2005"	25	1067916	2.3
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2006"	"2006"	45	1063096	4.2
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2007"	"2007"	29	1057315	2.7
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2008"	"2008"	28	1055003	2.7
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2009"	"2009"	40	1053646	3.8
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2010"	"2010"	25	1052567	2.4
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2011"	"2011"	29	1051302	2.8
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2012"	"2012"	28	1050292	2.7
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2013"	"2013"	28	1051511	2.7
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2014"	"2014"	24	1055173	2.3
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2015"	"2015"	30	1056298	2.8
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2016"	"2016"	29	1056426	2.7
	"Rhode Island"	"44"	"Methadone"	"T40.3"	"2017"	"2017"	30	1059639	2.8
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	1040402	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	1048319	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	1057142	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	1065995	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	Suppressed	1071342	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	10	1074579	Unreliable
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	10	1067916	Unreliable
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	Suppressed	1063096	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	Suppressed	1057315	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	13	1055003	Unreliable
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	11	1053646	Unreliable
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	12	1052567	Unreliable
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	Suppressed	1051302	Suppressed
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	12	1050292	Unreliable
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	32	1051511	3.0
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	82	1055173	7.8
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	137	1056298	13.0
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	182	1056426	17.2
	"Rhode Island"	"44"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	201	1059639	19.0
	"South Carolina"	"45"	"Heroin"	"T40.1"	"1999"	"1999"	Suppressed	3974682	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2000"	"2000"	11	4012012	Unreliable
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	4064995	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	4107795	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	4150297	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	4210921	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	4270150	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	4357847	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2007"	"2007"	Suppressed	4444110	Suppressed
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2008"	"2008"	11	4528996	Unreliable
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2009"	"2009"	19	4589872	Unreliable
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2010"	"2010"	15	4625364	Unreliable
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2011"	"2011"	12	4679230	Unreliable
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2012"	"2012"	19	4723723	Unreliable
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2013"	"2013"	32	4774839	0.7
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2014"	"2014"	64	4832482	1.3
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2015"	"2015"	100	4896146	2.0
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2016"	"2016"	115	4961119	2.3
	"South Carolina"	"45"	"Heroin"	"T40.1"	"2017"	"2017"	153	5024369	3.0
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"1999"	"1999"	23	3974682	0.6
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2000"	"2000"	41	4012012	1.0
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2001"	"2001"	55	4064995	1.4
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2002"	"2002"	37	4107795	0.9
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2003"	"2003"	54	4150297	1.3
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2004"	"2004"	59	4210921	1.4
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2005"	"2005"	59	4270150	1.4
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2006"	"2006"	115	4357847	2.6
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2007"	"2007"	112	4444110	2.5
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2008"	"2008"	120	4528996	2.6
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2009"	"2009"	126	4589872	2.7
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2010"	"2010"	146	4625364	3.2
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2011"	"2011"	144	4679230	3.1
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2012"	"2012"	148	4723723	3.1
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2013"	"2013"	144	4774839	3.0
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2014"	"2014"	319	4832482	6.6
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2015"	"2015"	322	4896146	6.6
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2016"	"2016"	342	4961119	6.9
	"South Carolina"	"45"	"Other opioids"	"T40.2"	"2017"	"2017"	312	5024369	6.2
	"South Carolina"	"45"	"Methadone"	"T40.3"	"1999"	"1999"	14	3974682	Unreliable
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2000"	"2000"	13	4012012	Unreliable
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2001"	"2001"	15	4064995	Unreliable
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2002"	"2002"	11	4107795	Unreliable
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2003"	"2003"	20	4150297	0.5
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2004"	"2004"	40	4210921	0.9
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2005"	"2005"	59	4270150	1.4
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2006"	"2006"	69	4357847	1.6
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2007"	"2007"	59	4444110	1.3
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2008"	"2008"	58	4528996	1.3
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2009"	"2009"	58	4589872	1.3
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2010"	"2010"	73	4625364	1.6
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2011"	"2011"	61	4679230	1.3
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2012"	"2012"	37	4723723	0.8
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2013"	"2013"	50	4774839	1.0
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2014"	"2014"	77	4832482	1.6
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2015"	"2015"	57	4896146	1.2
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2016"	"2016"	56	4961119	1.1
	"South Carolina"	"45"	"Methadone"	"T40.3"	"2017"	"2017"	45	5024369	0.9
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	3974682	Suppressed
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	19	4012012	Unreliable
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	4064995	Suppressed
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	22	4107795	0.5
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	19	4150297	Unreliable
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	32	4210921	0.8
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	30	4270150	0.7
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	41	4357847	0.9
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	35	4444110	0.8
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	41	4528996	0.9
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	56	4589872	1.2
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	58	4625364	1.3
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	47	4679230	1.0
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	46	4723723	1.0
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	50	4774839	1.0
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	110	4832482	2.3
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	161	4896146	3.3
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	237	4961119	4.8
	"South Carolina"	"45"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	404	5024369	8.0
	"South Dakota"	"46"	"Heroin"	"T40.1"	"1999"	"1999"	Suppressed	750412	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	754844	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	757972	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	760020	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	763729	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	770396	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2005"	"2005"	Suppressed	775493	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	783033	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2007"	"2007"	Suppressed	791623	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2008"	"2008"	Suppressed	799124	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2009"	"2009"	Suppressed	807067	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2010"	"2010"	Suppressed	814180	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2011"	"2011"	Suppressed	824082	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2012"	"2012"	Suppressed	833354	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2013"	"2013"	Suppressed	844877	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2014"	"2014"	Suppressed	853175	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2015"	"2015"	Suppressed	858469	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2016"	"2016"	Suppressed	865454	Suppressed
	"South Dakota"	"46"	"Heroin"	"T40.1"	"2017"	"2017"	Suppressed	869666	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"1999"	"1999"	Suppressed	750412	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2000"	"2000"	Suppressed	754844	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2001"	"2001"	Suppressed	757972	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2002"	"2002"	Suppressed	760020	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2003"	"2003"	Suppressed	763729	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2004"	"2004"	Suppressed	770396	Suppressed
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2005"	"2005"	14	775493	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2006"	"2006"	18	783033	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2007"	"2007"	11	791623	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2008"	"2008"	15	799124	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2009"	"2009"	19	807067	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2010"	"2010"	20	814180	2.5
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2011"	"2011"	21	824082	2.5
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2012"	"2012"	17	833354	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2013"	"2013"	27	844877	3.2
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2014"	"2014"	20	853175	2.3
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2015"	"2015"	10	858469	Unreliable
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2016"	"2016"	25	865454	2.9
	"South Dakota"	"46"	"Other opioids"	"T40.2"	"2017"	"2017"	14	869666	Unreliable
	"South Dakota"	"46"	"Methadone"	"T40.3"	"1999"	"1999"	Suppressed	750412	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2000"	"2000"	Suppressed	754844	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2001"	"2001"	Suppressed	757972	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2002"	"2002"	Suppressed	760020	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2003"	"2003"	Suppressed	763729	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2004"	"2004"	Suppressed	770396	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2005"	"2005"	Suppressed	775493	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2006"	"2006"	Suppressed	783033	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2007"	"2007"	Suppressed	791623	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2008"	"2008"	Suppressed	799124	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2009"	"2009"	Suppressed	807067	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2010"	"2010"	Suppressed	814180	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2011"	"2011"	Suppressed	824082	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2012"	"2012"	Suppressed	833354	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2013"	"2013"	Suppressed	844877	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2014"	"2014"	Suppressed	853175	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2015"	"2015"	Suppressed	858469	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2016"	"2016"	Suppressed	865454	Suppressed
	"South Dakota"	"46"	"Methadone"	"T40.3"	"2017"	"2017"	Suppressed	869666	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	Suppressed	750412	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	Suppressed	754844	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	Suppressed	757972	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	Suppressed	760020	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	Suppressed	763729	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	Suppressed	770396	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	Suppressed	775493	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	Suppressed	783033	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	Suppressed	791623	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	Suppressed	799124	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	12	807067	Unreliable
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	Suppressed	814180	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	Suppressed	824082	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	Suppressed	833354	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	Suppressed	844877	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	Suppressed	853175	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	Suppressed	858469	Suppressed
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	10	865454	Unreliable
	"South Dakota"	"46"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	14	869666	Unreliable
	"Tennessee"	"47"	"Heroin"	"T40.1"	"1999"	"1999"	11	5638706	Unreliable
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2000"	"2000"	Suppressed	5689283	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2001"	"2001"	Suppressed	5750789	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2002"	"2002"	Suppressed	5795918	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2003"	"2003"	Suppressed	5847812	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2004"	"2004"	Suppressed	5910809	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2005"	"2005"	12	5991057	Unreliable
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2006"	"2006"	Suppressed	6088766	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2007"	"2007"	Suppressed	6175727	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2008"	"2008"	Suppressed	6247411	Suppressed
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2009"	"2009"	21	6306019	0.3
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2010"	"2010"	17	6346105	Unreliable
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2011"	"2011"	19	6403353	Unreliable
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2012"	"2012"	50	6456243	0.8
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2013"	"2013"	68	6495978	1.0
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2014"	"2014"	148	6549352	2.3
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2015"	"2015"	205	6600299	3.1
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2016"	"2016"	260	6651194	3.9
	"Tennessee"	"47"	"Heroin"	"T40.1"	"2017"	"2017"	311	6715984	4.6
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"1999"	"1999"	44	5638706	0.8
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2000"	"2000"	55	5689283	1.0
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2001"	"2001"	86	5750789	1.5
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2002"	"2002"	80	5795918	1.4
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2003"	"2003"	142	5847812	2.4
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2004"	"2004"	184	5910809	3.1
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2005"	"2005"	223	5991057	3.7
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2006"	"2006"	221	6088766	3.6
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2007"	"2007"	236	6175727	3.8
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2008"	"2008"	266	6247411	4.3
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2009"	"2009"	342	6306019	5.4
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2010"	"2010"	422	6346105	6.6
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2011"	"2011"	451	6403353	7.0
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2012"	"2012"	491	6456243	7.6
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2013"	"2013"	524	6495978	8.1
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2014"	"2014"	554	6549352	8.5
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2015"	"2015"	643	6600299	9.7
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2016"	"2016"	679	6651194	10.2
	"Tennessee"	"47"	"Other opioids"	"T40.2"	"2017"	"2017"	592	6715984	8.8
	"Tennessee"	"47"	"Methadone"	"T40.3"	"1999"	"1999"	12	5638706	Unreliable
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2000"	"2000"	15	5689283	Unreliable
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2001"	"2001"	19	5750789	Unreliable
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2002"	"2002"	44	5795918	0.8
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2003"	"2003"	78	5847812	1.3
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2004"	"2004"	110	5910809	1.9
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2005"	"2005"	134	5991057	2.2
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2006"	"2006"	183	6088766	3.0
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2007"	"2007"	159	6175727	2.6
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2008"	"2008"	118	6247411	1.9
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2009"	"2009"	104	6306019	1.6
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2010"	"2010"	127	6346105	2.0
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2011"	"2011"	87	6403353	1.4
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2012"	"2012"	104	6456243	1.6
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2013"	"2013"	86	6495978	1.3
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2014"	"2014"	71	6549352	1.1
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2015"	"2015"	67	6600299	1.0
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2016"	"2016"	83	6651194	1.2
	"Tennessee"	"47"	"Methadone"	"T40.3"	"2017"	"2017"	69	6715984	1.0
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"1999"	"1999"	17	5638706	Unreliable
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2000"	"2000"	16	5689283	Unreliable
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2001"	"2001"	10	5750789	Unreliable
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2002"	"2002"	21	5795918	0.4
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2003"	"2003"	64	5847812	1.1
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2004"	"2004"	74	5910809	1.3
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2005"	"2005"	79	5991057	1.3
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2006"	"2006"	64	6088766	1.1
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2007"	"2007"	84	6175727	1.4
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2008"	"2008"	98	6247411	1.6
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2009"	"2009"	75	6306019	1.2
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2010"	"2010"	72	6346105	1.1
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2011"	"2011"	64	6403353	1.0
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2012"	"2012"	77	6456243	1.2
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2013"	"2013"	99	6495978	1.5
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2014"	"2014"	132	6549352	2.0
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2015"	"2015"	251	6600299	3.8
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2016"	"2016"	395	6651194	5.9
	"Tennessee"	"47"	"Other synthetic narcotics"	"T40.4"	"2017"	"2017"	590	6715984	8.8
	"Texas"	"48"	"Heroin"	"T40.1"	"1999"	"1999"	107	20558220	0.5
	"Texas"	"48"	"Heroin"	"T40.1"	"2000"	"2000"	111	20851820	0.5
	"Texas"	"48"	"Heroin"	"T40.1"	"2001"	"2001"	179	21319622	0.8
	"Texas"	"48"	"Heroin"	"T40.1"	"2002"	"2002"	178	21690325	0.8
	"Texas"	"48"	"Heroin"	"T40.1"	"2003"	"2003"	188	22030931	0.9
	"Texas"	"48"	"Heroin"	"T40.1"	"2004"	"2004"	201	22394023	0.9
	"Texas"	"48"	"Heroin"	"T40.1"	"2005"	"2005"	203	22778123	0.9
